subject_id,account_id,DATE_REPORTED,currency_code,REPAYMENT_FREQUENCY,NUMBER_OF_INSTALLMENTS,SANCTION_AMT,TOT_OUTSTD_BAL,OVER_DUE_AMT,AMOUNT_OF_INSTALLMENT,DATE_LATEST_PAY_RECEIVED,LAST_AMOUNT_PAID,DATE_ACC_OPEN,DATE_ACC_CLOSE,INSTALMENT_LOAN_TYPE,loan_status,ASSET_CLASSIFICATION,REASON_FOR_CLOSURE,NO_OF_DAYS_PAST_DUE,LOAN_TENURE,EXPECTED_END_DATE_OF_LOAN,CONDITION
1.10113E+17,2.20115E+15,9-Feb-18,TZS,MonthlyInstalments30Days,60,4000000,1600000,0,113333,31-Jan-18,,14-Jan-15,28-Jan-20,ConsumerLoan,Existing,,,0,,28-Jan-20,No
1.10118E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,36,3500000,3011315,0,139159,4-Feb-18,,4-Jul-17,4-Jul-20,OtherInstalmentOperation,Existing,,,0,,4-Jul-20,No
1.10114E+17,2.20114E+15,9-Feb-18,TZS,MonthlyInstalments30Days,60,15000000,4417287,50000,389108,26-Jan-18,,15-Jan-14,20-Jan-19,OtherInstalmentOperation,Existing,,,16,,20-Jan-19,No
1.10115E+17,2.20117E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,1900000,1803771,0,62999,31-Jan-18,,6-Sep-17,6-Sep-21,OtherInstalmentOperation,Existing,,,0,,6-Sep-21,No
1.10117E+17,2.20118E+15,3-Feb-18,TZS,MonthlyInstalments30Days,24,10000000,493304,493304,493304,,,8-Dec-17,8-Dec-19,OtherInstalmentOperation,Existing,,,26,,8-Dec-19,No
1.10118E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,72,5000000,4938854,0,134686,31-Jan-18,,29-Nov-17,29-Nov-23,ConsumerLoan,Existing,,,0,,29-Nov-23,No
1.10115E+17,2.20115E+15,9-Feb-18,TZS,MonthlyInstalments30Days,36,4000000,224457,0,150700,25-Oct-15,,10-Nov-12,10-Nov-15,ConsumerLoan,Existing,,,0,,10-Nov-15,No
1.10113E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,9,2900000,0,747131,398966,1-Sep-14,,29-Jun-11,,BusinessLoan,Existing,,,,,29-Mar-12,No
1.10114E+17,2.20117E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,3500000,2610155,0,406102,5-Jan-18,,30-Aug-17,,BusinessLoan,Existing,,,0,,5-Sep-18,No
1.10114E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,3800000,3184245,57155,125997,31-Jan-18,,22-Dec-16,22-Dec-20,OtherInstalmentOperation,Existing,,,14,,22-Dec-20,No
1.10113E+17,2.20115E+15,9-Feb-18,TZS,MonthlyInstalments30Days,60,500000,191667,0,14167,6-Jan-18,,6-Dec-14,6-Dec-19,ConsumerLoan,Existing,,,0,,6-Dec-19,No
1.10113E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,5000000,0,1960499,545199,1-Sep-14,,21-Dec-12,,BusinessLoan,Existing,,,,,21-Dec-13,No
1.10115E+17,2.20117E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,2950000,2432916,0,97814,31-Jan-18,,21-Dec-16,28-Dec-20,OtherInstalmentOperation,Existing,,,0,,28-Dec-20,No
1.10115E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,6,1500000,0,804791,295526,1-Sep-14,,23-Dec-11,,BusinessLoan,Existing,,,,,25-Jun-12,No
1.10116E+17,2.20117E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,10000000,6587515,1498553,1096662,10-Nov-17,,27-Jul-17,,BusinessLoan,Existing,,,58,,4-Aug-18,No
1.10114E+17,2.20117E+15,8-Feb-18,TZS,MonthlyInstalments30Days,11,3500000,0,2457868,432497,22-Jan-18,,21-Feb-17,,BusinessLoan,Existing,,,194,,22-Jan-18,Yes
1.10116E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,72,3700000,2723611,102778,97639,31-Jan-18,,29-Apr-16,29-Apr-22,ConsumerLoan,Existing,,,39,,29-Apr-22,No
1.10115E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,6,1000000,0,187636,197017,2-Dec-14,,17-May-12,,BusinessLoan,Existing,,,,,19-Nov-12,No
1.10116E+17,2.20116E+15,8-Feb-18,TZS,MonthlyInstalments30Days,7,500000,0,375709,87982,10-Sep-16,,10-Feb-16,,BusinessLoan,Existing,,,631,,10-Sep-16,Yes
1.10113E+17,2.20115E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,4700000,1272917,0,152750,12-Jan-18,,12-Feb-15,12-Feb-19,ConsumerLoan,Existing,,,0,,12-Feb-19,No
1.10113E+17,2.20115E+15,9-Feb-18,TZS,MonthlyInstalments30Days,60,6400000,2453333,0,186667,31-Jan-18,,31-Dec-14,31-Dec-19,OtherInstalmentOperation,Existing,,,0,,31-Dec-19,No
1.10113E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,6,1500000,0,549505,295526,18-Jul-13,,5-Jan-13,,BusinessLoan,Existing,,,,,5-Jul-13,No
1.10115E+17,2.20117E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,2500000,1648476,0,290073,18-Jan-18,,17-Aug-17,,BusinessLoan,Existing,,,0,,17-Aug-18,No
1.10115E+17,2.20116E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,12000000,9047963,0,397886,28-Jan-18,,26-Aug-16,30-Aug-20,OtherInstalmentOperation,Existing,,,0,,30-Aug-20,No
1.10115E+17,2.20117E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,1200000,0,495969,143132,24-Jan-18,,22-Nov-16,,BusinessLoan,Existing,,,162,,22-Nov-17,Yes
1.10117E+17,2.20117E+15,9-Feb-18,TZS,MonthlyInstalments30Days,36,3000000,2516061,895,119279,31-Jan-18,,27-May-17,27-May-20,OtherInstalmentOperation,Existing,,,9,,27-May-20,No
1.10114E+17,2.20114E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,7900000,726210,0,248898,10-Jan-18,,10-Apr-14,10-Apr-18,ConsumerLoan,Existing,,,0,,10-Apr-18,No
1.10115E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,11,2000000,1454545,0,241818,19-Jan-18,,19-Oct-17,19-Sep-18,OtherInstalmentOperation,Existing,,,0,,19-Sep-18,No
1.10114E+17,2.20115E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,2800000,0,269806,259377,30-Aug-16,,20-Aug-15,,BusinessLoan,Existing,,,521,,28-Aug-16,Yes
1.10115E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,6,1500000,0,1279474,295526,23-Dec-13,,25-Jul-11,,BusinessLoan,Existing,,,,,25-Jan-12,No
1.10115E+17,2.20117E+15,9-Feb-18,TZS,MonthlyInstalments30Days,12,2000000,1333333,0,226667,16-Jan-18,,9-Sep-17,9-Sep-18,OtherInstalmentOperation,Existing,,,0,,9-Sep-18,No
1.10115E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,48,1300000,1284498,0,43104,27-Jan-18,,14-Dec-17,14-Dec-21,OtherInstalmentOperation,Existing,,,0,,14-Dec-21,No
1.10115E+17,2.20118E+15,9-Feb-18,TZS,MonthlyInstalments30Days,24,4000000,3183036,0,213486,31-Jan-18,,27-Jul-17,27-Jul-19,ConsumerLoan,Existing,,,0,,27-Jul-19,No
1.10113E+17,2.20114E+15,26-Feb-18,TZS,MonthlyInstalments30Days,72,8910000,3974638,0,219956,31-Jul-17,,25-Nov-13,20-Nov-19,ConsumerLoan,Existing,,,0,,20-Nov-19,No
1.10113E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,6,1000000,0,701657,200179,11-Sep-13,,11-Jun-13,,BusinessLoan,Existing,,,,,11-Dec-13,No
1.10113E+17,2.20114E+15,8-Feb-18,TZS,MonthlyInstalments30Days,12,4000000,0,429811,451302,12-Nov-15,,1-Sep-14,,BusinessLoan,Existing,,,883,,1-Sep-15,Yes
1.10114E+17,2.20116E+15,8-Feb-18,TZS,MonthlyInstalments30Days,8,1000000,0,686368,157864,4-Oct-16,,28-Jan-16,,BusinessLoan,Existing,,,606,,28-Oct-16,Yes
1.10113E+17,2.20113E+15,8-Feb-18,TZS,MonthlyInstalments30Days,9,2000000,0,272681,287679,22-Jul-14,,3-Oct-13,,BusinessLoan,Existing,,,,,3-Jul-14,No
1.10113E+17,2.20117E+15,26-Feb-18,TZS,MonthlyInstalments30Days,31,7650000,6130812,0,313124,30-Jan-18,,27-Jul-17,5-Mar-20,ConsumerLoan,Existing,,,0,,5-Mar-20,No
1.10114E+17,2.20114E+15,26-Feb-18,TZS,MonthlyInstalments30Days,64,10940000,8285923,0,221500,31-Jan-18,,26-Mar-13,20-Jul-18,ConsumerLoan,Existing,,,0,,20-Jul-18,No
1.10113E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,14,15550000,13723791,13723791,411980,8-Dec-17,,30-May-16,21-Aug-17,ConsumerLoan,Existing,,,999,,21-Aug-17,Yes
1.10113E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,8250000,8179191,0,236287,26-Feb-18,,13-Feb-18,5-Feb-23,ConsumerLoan,Existing,,,0,,5-Feb-23,No
1.10113E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,4800000,3129544,0,137476,28-Feb-18,,8-Jan-16,5-Jan-21,ConsumerLoan,Existing,,,0,,5-Jan-21,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,73,13700000,5307017,0,348145,28-Feb-18,,18-Mar-14,20-Mar-20,ConsumerLoan,Existing,,,0,,20-Mar-20,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,62,4200000,0,0,117217,29-Jun-17,,6-Jun-12,20-Jul-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Jul-17,No
1.10113E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,3750000,25828,0,375000,26-Feb-18,,31-May-17,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,62,8990000,0,0,253221,31-Aug-17,,26-Sep-12,20-Nov-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Nov-17,No
1.10117E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,8000000,7764348,0,221128,23-Feb-18,,21-Dec-17,5-Dec-22,ConsumerLoan,Existing,,,0,,5-Dec-22,No
1.10114E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,22200000,14643776,0,583025,27-Feb-18,,18-Feb-16,5-Feb-21,ConsumerLoan,Existing,,,0,,5-Feb-21,No
1.10115E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,15000000,8023559,0,1500000,9-Feb-18,,22-Sep-15,31-Dec-22,CreditCard,Existing,,,0,,31-Dec-22,No
1.10114E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,71,5200000,4939763,0,148933,28-Feb-18,,9-Mar-17,30-Jan-23,ConsumerLoan,Existing,,,0,,30-Jan-23,No
1.10113E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,36,3000000,189951,0,118811,28-Feb-18,,10-Jul-15,5-Jul-18,ConsumerLoan,Existing,,,0,,5-Jul-18,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,5100000,0,0,141813,29-Sep-17,,17-Sep-12,20-Oct-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Oct-17,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,22200000,21255392,0,588164,23-Feb-18,,26-Oct-17,1-Nov-22,ConsumerLoan,Existing,,,0,,1-Nov-22,No
1.10114E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,38,10000000,9173711,0,381300,23-Feb-18,,30-Oct-17,5-Jan-21,ConsumerLoan,Existing,,,0,,5-Jan-21,No
1.10113E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,5700000,3374669,0,163253,28-Feb-18,,28-Jul-15,5-Aug-20,ConsumerLoan,Existing,,,0,,5-Aug-20,No
1.10115E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,4520000,3887597,0,122982,28-Feb-18,,20-Apr-17,5-Apr-22,ConsumerLoan,Existing,,,0,,5-Apr-22,No
1.10113E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,8000000,7502663,0,211003,28-Feb-18,,31-Oct-17,5-Oct-22,ConsumerLoan,Existing,,,0,,5-Oct-22,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,62,3360000,0,0,90938,30-Jun-16,,6-Dec-11,20-Jan-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Jan-17,No
1.10113E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,4400000,3677055,0,126020,27-Feb-18,,30-Dec-16,5-Jan-22,ConsumerLoan,Existing,,,0,,5-Jan-22,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,72,15715000,0,0,394336,6-Nov-15,,11-Dec-12,5-Dec-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,5-Dec-18,No
1.10114E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,10000000,9577644,0,286409,26-Feb-18,,9-Aug-17,4-Sep-22,ConsumerLoan,Existing,,,0,,4-Sep-22,No
1.10115E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,50,3200000,0,0,106534,30-Sep-16,,23-Jul-14,18-Sep-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,18-Sep-18,No
1.10115E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,3375000,1867544,0,337500,26-Feb-18,,8-Aug-17,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,72,36049000,22637946,3668312,973532,31-Jan-18,,19-Feb-14,5-Feb-20,ConsumerLoan,Existing,,,113,,5-Feb-20,Yes
1.10115E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,74,5900000,3772196,0,157640,28-Feb-18,,7-Nov-14,5-Dec-20,ConsumerLoan,Existing,,,0,,5-Dec-20,No
1.10113E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,13000000,12348846,0,372332,28-Feb-18,,29-Dec-17,5-Jan-23,ConsumerLoan,Existing,,,0,,5-Jan-23,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,64,10930000,999279,999279,346338,16-Feb-18,,25-Oct-12,9-Feb-18,ConsumerLoan,Existing,,,87,,9-Feb-18,No
1.10118E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,40,2200000,2116899,0,80980,27-Feb-18,,29-Dec-17,5-May-21,ConsumerLoan,Existing,,,0,,5-May-21,No
1.10113E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,5850000,4563455,0,159566,28-Feb-18,,19-Oct-16,5-Oct-21,ConsumerLoan,Existing,,,0,,5-Oct-21,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,6000000,23245,0,600000,26-Feb-18,,31-May-17,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,6000000,5413597,0,171845,26-Feb-18,,26-May-17,5-Jun-22,ConsumerLoan,Existing,,,0,,5-Jun-22,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,10000000,6456178,0,1000000,26-Feb-18,,14-Jul-17,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10114E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,36,3900000,0,0,156810,31-Oct-16,,29-Nov-13,20-Nov-16,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Nov-16,No
1.10116E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,6000000,6174932,121674,171845,28-Feb-18,,28-Aug-17,5-Sep-22,ConsumerLoan,Existing,,,21,,5-Sep-22,No
1.10114E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,6750000,0,0,675000,6-Feb-18,,31-Aug-16,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10116E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,8000000,6247019,0,211951,26-Feb-18,,26-Jul-16,1-Aug-21,ConsumerLoan,Existing,,,0,,1-Aug-21,No
1.10114E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,12884000,12523248,0,369009,28-Feb-18,,9-Jan-18,5-Jan-23,ConsumerLoan,Existing,,,0,,5-Jan-23,No
1.10117E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,48,18000000,17090955,0,567109,28-Feb-18,,14-Dec-17,1-Dec-21,ConsumerLoan,Existing,,,0,,1-Dec-21,No
1.10114E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,10000000,6950633,0,286409,28-Feb-18,,14-Apr-16,5-Apr-21,ConsumerLoan,Existing,,,0,,5-Apr-21,No
1.10115E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,4300000,4009311,0,117215,28-Feb-18,,20-Oct-17,5-Oct-22,ConsumerLoan,Existing,,,0,,5-Oct-22,No
1.10113E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,73,80000000,79256333,0,1502318,23-Feb-18,,25-Jan-18,1-Feb-24,ConsumerLoan,Existing,,,0,,1-Feb-24,No
1.10113E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,10200000,8171464,0,292137,28-Feb-18,,23-Sep-16,5-Oct-21,ConsumerLoan,Existing,,,0,,5-Oct-21,No
1.10115E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,56,6000000,2407378,0,172291,26-Feb-18,,10-Nov-14,1-Jul-19,ConsumerLoan,Existing,,,0,,1-Jul-19,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,77,7500000,4128076,0,160000,28-Feb-18,,6-Nov-14,15-Mar-21,ConsumerLoan,Existing,,,0,,15-Mar-21,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,4700000,0,0,133553,31-Jul-17,,21-Sep-12,5-Oct-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,5-Oct-17,No
1.10115E+17,2.20115E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,4500000,4245163,0,450000,26-Feb-18,,15-May-15,31-Dec-22,CreditCard,Existing,,,0,,31-Dec-22,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,49,4400000,0,0,146484,28-Feb-18,,7-May-14,20-May-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-May-18,No
1.10117E+17,2.20118E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,5500000,5454310,0,151904,26-Feb-18,,26-Jan-18,1-Feb-23,ConsumerLoan,Existing,,,0,,1-Feb-23,No
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,30,16457400,4907647,4907647,394201,28-Feb-18,,29-Aug-11,27-Feb-14,ConsumerLoan,Existing,,,374,,27-Feb-14,Yes
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,5000000,5648259,579129,500000,15-Nov-17,,17-Aug-16,31-Dec-18,CreditCard,Existing,,,90,,31-Dec-18,Yes
1.10113E+17,2.20113E+15,8-Mar-18,TZS,MonthlyInstalments30Days,62,5500000,0,0,164033,28-Feb-17,,3-Feb-12,20-Mar-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Mar-17,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,21,9000000,4217254,4217254,255080,29-Dec-17,,5-Dec-13,27-Aug-15,ConsumerLoan,Existing,,,496,,27-Aug-15,Yes
1.10113E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,5300000,4560075,0,144208,28-Feb-18,,20-Apr-17,5-Apr-22,ConsumerLoan,Existing,,,0,,5-Apr-22,No
1.10113E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,61,12620000,9714299,0,361448,28-Feb-18,,28-Jul-16,5-Aug-21,ConsumerLoan,Existing,,,0,,5-Aug-21,No
1.10118E+17,2.20117E+15,2-Mar-18,TZS,MonthlyInstalments30Days,36,47200000,50420280,2034371,,22-Feb-18,,30-Apr-17,,LeasingFinancial,Existing,,,33,,30-May-20,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,,5000000,46425,0,500000,26-Feb-18,,8-Sep-17,31-Dec-18,CreditCard,Existing,,,0,,31-Dec-18,No
1.10117E+17,2.20117E+15,8-Mar-18,TZS,MonthlyInstalments30Days,73,24647150,22329408,0,462848,23-Feb-18,,30-May-17,1-Jun-23,ConsumerLoan,Existing,,,0,,1-Jun-23,No
1.10113E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,72,3650000,1903636,0,97523,28-Feb-18,,24-Oct-14,20-Oct-20,ConsumerLoan,Existing,,,0,,20-Oct-20,No
1.10114E+17,2.20114E+15,8-Mar-18,TZS,MonthlyInstalments30Days,72,4900000,1439070,0,123798,28-Feb-18,,25-Nov-13,20-Nov-19,ConsumerLoan,Existing,,,0,,20-Nov-19,No
1.10118E+17,2.20117E+15,2-Mar-18,TZS,MonthlyInstalments30Days,36,43000000,41280061,6086109,,5-Feb-18,,21-Apr-17,,LeasingFinancial,Existing,,,119,,21-May-20,Yes
1.10115E+17,2.20116E+15,8-Mar-18,TZS,MonthlyInstalments30Days,60,7750000,6027256,0,213104,28-Feb-18,,19-Sep-16,5-Sep-21,ConsumerLoan,Existing,,,0,,5-Sep-21,No
1.10113E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,10,19106418,11247713,0,1910642,4-Apr-18,,29-Dec-17,,BusinessLoan,Existing,,,0,,5-Nov-18,No
1.10116E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,800000,0,0,130534,29-Sep-17,,17-Feb-17,29-Sep-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,29-Sep-17,No
1.10113E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,1,23000,0,0,0,22-Mar-18,,17-Mar-18,22-Mar-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,17-Apr-18,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,9,1295637,397182,397182,143960,9-May-17,,22-Oct-16,,BusinessLoan,Existing,,,371,,3-May-18,Yes
1.10117E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,800000,485517,0,161839,6-Apr-18,,11-Jan-18,,BusinessLoan,Existing,,,0,,28-Jun-18,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,40000000,36404915,0,0,27-Mar-18,,29-Jun-16,,ConsumerLoan,Existing,,,0,,28-Jul-21,No
1.10117E+17,2.20118E+15,19-Apr-18,TZS,MonthlyInstalments30Days,6,700000,466668,0,116667,,,5-Jan-18,,BusinessLoan,Existing,,,0,,5-Jul-18,No
1.10117E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,8,5057748,2703745,2703745,632219,17-Jul-17,,15-Apr-17,,BusinessLoan,Existing,,,258,,3-May-18,Yes
1.10116E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,4000000,0,0,814303,8-Jun-17,,8-Dec-16,8-Jun-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,8-Jun-17,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,12,2500000,472798,0,0,8-Mar-18,,8-May-17,,BusinessLoan,Existing,,,0,,8-May-18,No
1.10115E+17,2.20113E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,7300000,4340707,0,0,27-Mar-18,,12-Aug-16,,ConsumerLoan,Existing,,,0,,28-Aug-19,No
1.10117E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,12,3513744,1461513,0,292812,4-Apr-18,,29-Sep-17,,BusinessLoan,Existing,,,0,,4-Oct-18,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,12,2000000,0,0,0,6-Mar-18,,22-Feb-17,6-Mar-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,22-Feb-18,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,5000000,1858179,0,0,27-Mar-18,,27-Jan-16,,ConsumerLoan,Existing,,,0,,28-Jan-19,No
1.10116E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,12,4851583,1419433,0,404299,18-Apr-18,,18-Aug-17,,BusinessLoan,Existing,,,0,,20-Aug-18,No
1.10115E+17,2.20116E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,5500000,6120087,0,0,27-Mar-18,,6-Oct-16,,ConsumerLoan,Existing,,,0,,28-Oct-21,No
1.10117E+17,2.20118E+15,19-Apr-18,TZS,MonthlyInstalments30Days,6,300000,300000,0,50000,,,9-Mar-18,,BusinessLoan,Existing,,,0,,9-Sep-18,No
1.10114E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,5200000,5776949,0,0,27-Mar-18,,22-Sep-17,,ConsumerLoan,Existing,,,0,,28-Sep-20,No
1.10115E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,12,6957960,3296863,0,579830,25-Apr-18,,22-Nov-17,,BusinessLoan,Existing,,,0,,22-Nov-18,No
1.10117E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,600000,587401,0,97900,23-Apr-18,,26-Feb-18,,BusinessLoan,Existing,,,0,,8-Oct-18,No
1.10114E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,4800000,7251288,0,0,21-Mar-18,,29-Sep-17,,ConsumerLoan,Existing,,,0,,28-Oct-22,No
1.10114E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,12,16065997,5824236,0,1338833,18-Apr-18,,4-Sep-17,,BusinessLoan,Existing,,,0,,4-Sep-18,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,500000,0,0,102749,30-Aug-16,,16-Mar-16,30-Aug-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,31-Aug-16,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,6,1300000,0,0,254724,22-Nov-16,,21-Sep-16,22-Nov-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,21-Mar-17,No
1.10113E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,24,2400000,2426324,0,0,27-Mar-18,,21-Dec-17,,ConsumerLoan,Existing,,,0,,28-Dec-19,No
1.10117E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,12,20105717,8564160,5441580,1675477,19-Dec-17,,10-Jun-17,,BusinessLoan,Existing,,,110,,11-Jun-18,Yes
