subject_id,account_id,DATE_REPORTED,currency_code,REPAYMENT_FREQUENCY,NUMBER_OF_INSTALLMENTS,SANCTION_AMT,TOT_OUTSTD_BAL,OVER_DUE_AMT,AMOUNT_OF_INSTALLMENT,DATE_LATEST_PAY_RECEIVED,LAST_AMOUNT_PAID,DATE_ACC_OPEN,DATE_ACC_CLOSE,INSTALMENT_LOAN_TYPE,loan_status,ASSET_CLASSIFICATION,REASON_FOR_CLOSURE,NO_OF_DAYS_PAST_DUE,LOAN_TENURE,EXPECTED_END_DATE_OF_LOAN,CONDITION
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,6300000,5841901,0,0,27-Mar-18,,10-Mar-16,,ConsumerLoan,Existing,,,0,,28-Mar-21,No
1.10118E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,4800000,5806314,0,0,29-Mar-18,,19-Dec-17,,ConsumerLoan,Existing,,,0,,28-Dec-20,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,700000,0,0,141609,11-Oct-16,,21-Apr-16,11-Oct-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,6-Oct-16,No
1.10116E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,900000,0,0,184948,4-Sep-17,,2-Mar-17,4-Sep-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,2-Sep-17,No
1.10113E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,1,57000,60420,0,0,,,31-Mar-18,,ConsumerLoan,Existing,,,0,,30-Apr-18,No
1.10115E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,30,1500000,498725,0,81574,4-May-18,,2-May-16,,ConsumerLoan,Existing,,,0,,2-Nov-18,No
1.10115E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,1400000,0,0,251086,18-Oct-16,,18-Mar-16,18-Oct-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,18-Oct-16,No
1.10117E+17,2.20118E+15,19-Apr-18,TZS,MonthlyInstalments30Days,6,500000,83335,0,83333,,,3-Oct-17,,BusinessLoan,Existing,,,0,,3-Apr-18,No
1.10117E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,6900000,9844439,0,0,27-Mar-18,,6-Nov-17,,ConsumerLoan,Existing,,,0,,28-Nov-22,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,900000,0,0,182069,29-Dec-16,,13-Jul-16,29-Dec-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,28-Dec-16,No
1.10118E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,500000,205497,0,102749,11-Apr-18,,20-Dec-17,,BusinessLoan,Existing,,,0,,6-Jun-18,No
1.10118E+17,2.20118E+15,5-Apr-18,TZS,AtTheFinalDayOfThePeriodOfContract,1,100000,100000,0,100000,14-Jul-18,,14-Nov-17,,BusinessLoan,Existing,,,0,,14-Jul-18,No
1.10115E+17,2.20118E+15,30-Apr-18,TZS,MonthlyInstalments30Days,36,1700000,1537784,0,82792,1-May-18,,1-Oct-17,,ConsumerLoan,Existing,,,0,,1-Oct-20,No
1.10117E+17,2.20118E+15,19-Apr-18,TZS,MonthlyInstalments30Days,6,600000,100000,0,100000,,,20-Oct-17,,BusinessLoan,Existing,,,0,,20-Apr-18,No
1.10117E+17,2.20117E+15,19-Apr-18,TZS,MonthlyInstalments30Days,12,2500000,625003,0,208333,,,13-Jun-17,,BusinessLoan,Existing,,,0,,13-Jun-18,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,400000,0,0,82199,23-Dec-16,,23-Jun-16,23-Dec-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,23-Dec-16,No
1.10114E+17,2.20113E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,3700000,3216287,0,0,27-Mar-18,,22-Jan-16,,ConsumerLoan,Existing,,,0,,28-Jan-21,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,24,3400000,2998557,0,0,27-Mar-18,,28-Aug-17,,ConsumerLoan,Existing,,,0,,28-Sep-19,No
1.10114E+17,2.20113E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,3350000,364004,0,0,27-Mar-18,,23-Jul-15,,ConsumerLoan,Existing,,,0,,28-Jul-18,No
1.10115E+17,2.20115E+15,30-Apr-18,TZS,MonthlyInstalments30Days,72,4300000,3533212,0,149857,9-Apr-18,,20-Nov-15,,ConsumerLoan,Existing,,,0,,20-Nov-21,No
1.10114E+17,2.20118E+15,6-Apr-18,TZS,MonthlyInstalments30Days,1,40000,42400,0,0,,,27-Mar-18,,ConsumerLoan,Existing,,,0,,27-Apr-18,No
1.10116E+17,2.20117E+15,30-Apr-18,TZS,MonthlyInstalments30Days,7,2471427,951182,951182,353061,1-Aug-17,,31-Mar-17,,BusinessLoan,Existing,,,241,,3-May-18,Yes
1.10114E+17,2.20113E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,4800000,2119073,0,0,27-Mar-18,,18-Sep-14,,ConsumerLoan,Existing,,,0,,28-Sep-19,No
1.10116E+17,2.20116E+15,30-Apr-18,TZS,MonthlyInstalments30Days,0,1200000,0,0,191970,25-Nov-16,,15-Apr-16,25-Nov-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,25-Nov-16,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,48,5000000,5671094,0,0,27-Mar-18,,8-Apr-17,,ConsumerLoan,Existing,,,0,,28-Apr-21,No
1.10117E+17,2.20116E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,14000000,12982003,0,0,27-Mar-18,,2-Mar-16,,ConsumerLoan,Existing,,,0,,28-Mar-21,No
1.10113E+17,2.20115E+15,6-Apr-18,TZS,MonthlyInstalments30Days,60,6870000,5642402,0,0,27-Mar-18,,24-Oct-15,,ConsumerLoan,Existing,,,0,,28-Oct-20,No
1.10114E+17,2.20113E+15,6-Apr-18,TZS,MonthlyInstalments30Days,34,1322141,1384236,0,0,29-Mar-18,,28-Sep-17,,ConsumerLoan,Existing,,,0,,28-Jul-20,No
1.10113E+17,2.20114E+15,6-Apr-18,TZS,MonthlyInstalments30Days,48,10000000,881250,0,0,27-Mar-18,,27-Jun-14,,ConsumerLoan,Existing,,,0,,28-Jun-18,No
1.10117E+17,2.20117E+15,6-Apr-18,TZS,MonthlyInstalments30Days,36,4000000,2675778,0,0,27-Mar-18,,8-Oct-16,,ConsumerLoan,Existing,,,0,,28-Oct-19,No
1.10114E+17,2.20117E+15,7-May-18,TZS,MonthlyInstalments30Days,36,3300000,1650000,0,112292,,,20-Oct-16,28-Oct-19,ConsumerLoan,Existing,,,0,,28-Oct-19,No
1.10118E+17,2.20118E+15,31-May-18,TZS,MonthlyInstalments30Days,74,8500000,8104643,0,0,10-May-18,,20-Jul-17,,ConsumerLoan,Existing,,,0,,10-Aug-23,No
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,6,2000000,486667,0,393333,,,8-Dec-17,8-Jun-18,BusinessLoan,Existing,,,0,,8-Jun-18,No
1.10115E+17,2.20115E+15,7-May-18,TZS,MonthlyInstalments30Days,48,12000000,2250000,250000,380000,,,13-Dec-14,13-Dec-18,ConsumerLoan,Existing,,,24,,13-Dec-18,No
1.10113E+17,2.20116E+15,7-May-18,TZS,MonthlyInstalments30Days,72,5400000,4546513,0,138905,,,18-Jul-16,28-Jul-22,ConsumerLoan,Existing,,,0,,28-Jul-22,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,1350000,1239841,0,44762,,,11-Sep-17,25-Sep-21,ConsumerLoan,Existing,,,0,,25-Sep-21,No
1.10116E+17,2.20116E+15,31-May-18,TZS,MonthlyInstalments30Days,61,7400000,3801383,0,0,10-May-18,,14-Apr-15,,ConsumerLoan,Existing,,,0,,10-Apr-20,No
1.10115E+17,2.20115E+15,7-May-18,TZS,MonthlyInstalments30Days,36,1600000,177778,0,61778,,,6-Aug-15,30-Aug-18,ConsumerLoan,Existing,,,0,,30-Aug-18,No
1.10118E+17,2.20118E+15,7-May-18,TZS,IrregularInstalments,36,800000,600000,22222,28222,,,24-Feb-18,3-Nov-18,BusinessLoan,Existing,,,2,,3-Nov-18,No
1.10115E+17,2.20117E+15,7-May-18,TZS,MonthlyInstalments30Days,14,739854,386388,53237,61113,,,19-Sep-17,19-Nov-18,ConsumerLoan,Existing,,,9,,19-Nov-18,No
1.10113E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,72,7500000,7353260,0,202029,,,26-Jan-18,26-Jan-24,ConsumerLoan,Existing,,,0,,26-Jan-24,No
1.10114E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,60,9500000,5541667,0,277083,,,17-Mar-16,30-Mar-21,ConsumerLoan,Existing,,,0,,30-Mar-21,No
1.10117E+17,2.20117E+15,10-May-18,TZS,MonthlyInstalments30Days,60,21000000,9556271,0,477815,27-Apr-18,,28-Nov-14,,ConsumerLoan,Existing,,,0,,28-Dec-19,No
1.10115E+17,2.20118E+15,10-May-18,TZS,MonthlyInstalments30Days,12,30000000,33867476,0,2822290,,,2-May-18,,BusinessLoan,Existing,,,0,,2-May-19,No
1.10113E+17,2.20114E+15,31-May-18,TZS,MonthlyInstalments30Days,60,44053833,19154290,0,1291022,,,31-Oct-14,25-Oct-19,ConsumerLoan,Existing,,,0,,25-Oct-19,No
1.10117E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,5000000,4878797,0,165786,,,22-Feb-18,22-Feb-22,ConsumerLoan,Existing,,,0,,22-Feb-22,No
1.10116E+17,2.20116E+15,31-May-18,TZS,MonthlyInstalments30Days,61,3200000,1855923,0,0,10-May-18,,18-Aug-15,,ConsumerLoan,Existing,,,0,,10-Aug-20,No
1.10113E+17,2.20117E+15,7-May-18,TZS,MonthlyInstalments30Days,36,3500000,2694133,0,139159,,,16-May-17,16-May-20,ConsumerLoan,Existing,,,0,,16-May-20,No
1.10116E+17,2.20116E+15,10-May-18,TZS,MonthlyInstalments30Days,60,10500000,8623759,0,278186,25-Apr-18,,19-Nov-15,,ConsumerLoan,Existing,,,0,,28-Nov-20,No
1.10114E+17,2.20116E+15,7-May-18,TZS,MonthlyInstalments30Days,24,600000,132353,132353,28750,,,8-Dec-15,30-Dec-17,ConsumerLoan,Existing,,,313,,30-Dec-17,Yes
1.10113E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,5000000,4875478,0,165786,,,12-Feb-18,12-Feb-23,ConsumerLoan,Existing,,,0,,12-Feb-23,No
1.10114E+17,2.20117E+15,10-May-18,TZS,MonthlyInstalments30Days,48,7000000,7718989,0,220543,25-Apr-18,,8-Apr-17,,ConsumerLoan,Existing,,,0,,28-Apr-21,No
1.10118E+17,2.20118E+15,7-May-18,TZS,IrregularInstalments,36,700000,501667,0,24291,,,7-Dec-17,16-Aug-18,BusinessLoan,Existing,,,0,,16-Aug-18,No
1.10113E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,42,57500000,57500000,1892891,2005635,,,13-Feb-18,13-Aug-21,ConsumerLoan,Existing,,,55,,13-Aug-21,No
1.10113E+17,2.20116E+15,7-May-18,TZS,MonthlyInstalments30Days,60,1700000,935000,0,50292,,,13-Jan-16,30-Jan-21,ConsumerLoan,Existing,,,0,,30-Jan-21,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,31,446186,224389,0,20147,,,2-Nov-16,2-Jun-19,ConsumerLoan,Existing,,,0,,2-Jun-19,No
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,36,3000000,1709353,0,119279,,,19-Sep-16,25-Sep-19,ConsumerLoan,Existing,,,0,,25-Sep-19,No
1.10117E+17,2.20117E+15,10-May-18,TZS,MonthlyInstalments30Days,48,11000000,4200625,0,323125,25-Apr-18,,12-May-15,,ConsumerLoan,Existing,,,0,,28-May-19,No
1.10115E+17,2.20117E+15,7-May-18,TZS,MonthlyInstalments30Days,12,5000000,0,0,504167,,,8-Mar-17,8-Mar-18,ConsumerLoan,Existing,,,0,,8-Mar-18,No
1.10115E+17,2.20118E+15,31-May-18,TZS,MonthlyInstalments30Days,60,1000000,983219,0,18835,,,10-May-18,25-Apr-23,ConsumerLoan,Existing,,,0,,25-Apr-23,No
1.10115E+17,2.20118E+15,10-May-18,TZS,MonthlyInstalments30Days,12,4000000,4139556,0,376323,5-May-18,,29-Mar-18,,BusinessLoan,Existing,,,0,,29-Mar-19,No
1.10114E+17,2.20113E+15,10-May-18,TZS,MonthlyInstalments30Days,59,8000000,2428922,0,203147,25-Apr-18,,15-May-14,,ConsumerLoan,Existing,,,0,,28-Apr-19,No
1.10113E+17,2.20114E+15,31-May-18,TZS,MonthlyInstalments30Days,36,5000000,1981630,1981630,183024,,,19-Feb-14,25-Feb-17,ConsumerLoan,Existing,,,616,,25-Feb-17,Yes
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,1400000,1189353,0,46420,,,10-Apr-17,28-Apr-21,ConsumerLoan,Existing,,,0,,28-Apr-21,No
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,2600000,1901568,0,86209,,,1-Nov-16,1-Nov-20,ConsumerLoan,Existing,,,0,,1-Nov-20,No
1.10118E+17,2.20118E+15,10-May-18,TZS,MonthlyInstalments30Days,12,1030000,854291,0,94921,25-Apr-18,,25-Jan-18,,ConsumerLoan,Existing,,,0,,28-Jan-19,No
1.10115E+17,2.20116E+15,7-May-18,TZS,MonthlyInstalments30Days,48,6000000,4299065,0,198943,,,17-Sep-16,17-Sep-20,ConsumerLoan,Existing,,,0,,17-Sep-20,No
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,36,1300000,1193903,0,51688,,,29-Dec-17,29-Dec-20,ConsumerLoan,Existing,,,0,,29-Dec-20,No
1.10115E+17,2.20115E+15,7-May-18,TZS,MonthlyInstalments30Days,60,6100000,2974038,25705,188083,,,14-Sep-15,14-Sep-20,ConsumerLoan,Existing,,,23,,14-Sep-20,No
1.10113E+17,2.20113E+15,31-May-18,TZS,MonthlyInstalments30Days,50,8732517,3146106,3146106,247805,,,5-Dec-12,25-Jan-17,ConsumerLoan,Existing,,,29,,25-Jan-17,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,2330000,1686471,0,77256,,,16-Sep-16,24-Sep-20,ConsumerLoan,Existing,,,0,,24-Sep-20,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,48,4000000,2637868,0,128206,,,20-Jun-16,30-Jun-20,ConsumerLoan,Existing,,,0,,30-Jun-20,No
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,24,3000000,2266942,0,160115,,,12-Sep-17,12-Sep-19,ConsumerLoan,Existing,,,0,,12-Sep-19,No
1.10113E+17,2.20117E+15,7-May-18,TZS,MonthlyInstalments30Days,60,3400000,3010138,0,99795,,,11-Apr-17,11-Apr-22,ConsumerLoan,Existing,,,0,,11-Apr-22,No
1.10113E+17,2.20115E+15,31-May-18,TZS,MonthlyInstalments30Days,60,55061930,45670201,8985609,1601070,2-Dec-43,,9-Nov-15,25-Oct-20,ConsumerLoan,Existing,,,129,,25-Oct-20,Yes
1.10113E+17,2.20113E+15,31-May-18,TZS,MonthlyInstalments30Days,37,3000000,9394,9394,215082,5-Dec-43,,23-Jan-12,30-Jan-15,ConsumerLoan,Existing,,,126,,30-Jan-15,Yes
1.10115E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,60,3600000,3470704,31337,105665,,,22-Nov-17,22-Nov-22,ConsumerLoan,Existing,,,15,,22-Nov-22,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,36,2600000,501427,0,109056,,,14-Nov-15,14-Nov-18,ConsumerLoan,Existing,,,0,,14-Nov-18,No
1.10114E+17,2.20113E+15,10-May-18,TZS,MonthlyInstalments30Days,60,5100000,4323802,0,135119,25-Apr-18,,31-Dec-15,,ConsumerLoan,Existing,,,0,,28-Jan-21,No
1.10114E+17,2.20118E+15,10-May-18,TZS,MonthlyInstalments30Days,60,12900000,18883050,0,356284,25-Apr-18,,13-Oct-17,,ConsumerLoan,Existing,,,0,,28-Oct-22,No
1.10113E+17,2.20118E+15,31-May-18,TZS,MonthlyInstalments30Days,6,6000000,6000000,0,1000000,,,11-May-18,25-Nov-18,ConsumerLoan,Existing,,,0,,25-Nov-18,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,36,1900000,1026079,0,75544,,,24-Aug-16,28-Aug-19,ConsumerLoan,Existing,,,0,,28-Aug-19,No
1.10114E+17,2.20113E+15,10-May-18,TZS,MonthlyInstalments30Days,45,6800000,467548,467548,172675,28-Mar-17,,25-Sep-13,,ConsumerLoan,Existing,,,333,,25-Jun-17,Yes
1.10113E+17,2.20114E+15,31-May-18,TZS,MonthlyInstalments30Days,60,22779973,6703578,0,553151,,,13-May-14,25-Apr-19,ConsumerLoan,Existing,,,0,,25-Apr-19,No
1.10115E+17,2.20115E+15,31-May-18,TZS,AnnualInstalments360Days,15,43015736,41141552,1184819,1184819,9-Sep-43,,22-Aug-13,30-Aug-28,MortgageLoan,Existing,,,152,,30-Aug-28,Yes
1.10113E+17,2.20116E+15,31-May-18,TZS,MonthlyInstalments30Days,60,20500000,13013910,33674,598759,,,26-Aug-15,30-Aug-20,ConsumerLoan,Existing,,,1,,30-Aug-20,No
1.10118E+17,2.20118E+15,7-May-18,TZS,MonthlyInstalments30Days,12,1500000,375000,0,151250,,,27-Jul-17,27-Jul-18,ConsumerLoan,Existing,,,0,,27-Jul-18,No
1.10117E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,6,500000,0,90585,0,23-Nov-17,,13-Jun-17,13-Dec-17,OtherInstalmentOperation,Existing,,,32,,13-Dec-17,No
1.10117E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,36,5000000,3342595,0,130768,24-Dec-17,,12-Aug-16,,OtherInstalmentOperation,Existing,,,0,,24-Aug-19,No
1.10115E+17,2.20115E+15,31-Jan-18,TZS,MonthlyInstalments30Days,48,4000000,1313809,0,121721,31-Jan-18,,29-Jan-15,,ConsumerLoan,Existing,,,0,,31-Jan-19,No
1.10115E+17,2.20115E+15,11-Jan-18,TZS,MonthlyInstalments30Days,36,2900000,0,0,109556,14-Aug-15,,10-Jul-14,30-Jul-17,OtherInstalmentOperation,TerminatedAccordingTheContract,,,0,,30-Jul-17,No
1.10114E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,9,500000,187591,0,59948,29-Dec-17,,28-Jun-17,,OtherInstalmentOperation,Existing,,,2,,27-Mar-18,No
1.10118E+17,2.20114E+15,11-Jan-18,TZS,MonthlyInstalments30Days,48,5400000,0,0,170133,23-Feb-17,,17-Jan-14,28-Jan-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,28-Jan-18,No
1.10117E+17,2.20117E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,7000000,6342997,0,196945,5-Jan-18,,2-Jan-17,,ConsumerLoan,Existing,,,0,,5-Feb-22,No
1.10116E+17,2.20116E+15,2-Jan-18,TZS,MonthlyInstalments30Days,8,2500000,0,2500000,0,10-Dec-16,,10-May-16,10-Jan-17,BusinessLoan,Existing,,,388,,10-Jan-17,Yes
1.10113E+17,2.20114E+15,8-Jan-18,TZS,MonthlyInstalments30Days,72,7040000,3933146,0,188099,29-Dec-17,,28-Nov-14,20-Nov-20,ConsumerLoan,Existing,,,0,,20-Nov-20,No
1.10116E+17,2.20115E+15,11-Jan-18,TZS,MonthlyInstalments30Days,4,400000,0,0,111880,14-Jul-15,,18-Mar-15,18-Jul-15,OtherInstalmentOperation,TerminatedAccordingTheContract,,,0,,18-Jul-15,No
1.10113E+17,2.20116E+15,2-Jan-18,TZS,MonthlyInstalments30Days,36,7200000,4548823,0,267578,28-Dec-17,,17-May-16,,ConsumerLoan,Existing,,,0,,28-May-19,No
1.10113E+17,2.20113E+15,8-Jan-18,TZS,MonthlyInstalments30Days,62,5100000,0,0,145492,30-Nov-17,,15-Oct-12,20-Nov-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,20-Nov-17,No
1.10114E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,24,3200000,2959814,0,164434,28-Dec-17,,5-Jul-17,,ConsumerLoan,Existing,,,0,,28-Jul-19,No
1.10115E+17,2.20115E+15,11-Jan-18,TZS,MonthlyInstalments30Days,6,500000,0,0,98333,9-Apr-16,,8-Oct-15,8-Apr-16,OtherInstalmentOperation,TerminatedAccordingTheContract,,,0,,8-Apr-16,No
1.10114E+17,2.20116E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,17000000,13924839,0,386802,20-Dec-17,,14-Dec-15,,ConsumerLoan,Existing,,,0,,28-Dec-20,No
1.10117E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,6,200000,0,36807,0,19-Dec-17,,24-Jun-17,24-Dec-17,OtherInstalmentOperation,Existing,,,25,,24-Dec-17,No
1.10114E+17,2.20115E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,4500000,1788823,0,119222,31-Jan-18,,22-May-14,,ConsumerLoan,Existing,,,0,,31-May-19,No
1.10115E+17,2.20115E+15,11-Jan-18,TZS,MonthlyInstalments30Days,36,17000000,0,0,623152,16-Mar-16,,20-Sep-13,20-Sep-16,OtherInstalmentOperation,TerminatedAccordingTheContract,,,0,,20-Sep-16,No
1.10117E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,6,200000,0,26147,0,22-Dec-17,,22-Jun-17,22-Dec-17,OtherInstalmentOperation,Existing,,,30,,22-Dec-17,No
1.10115E+17,2.20116E+15,31-Jan-18,TZS,MonthlyInstalments30Days,36,8100000,4995090,0,320717,5-Jan-18,,22-Jun-16,,ConsumerLoan,Existing,,,0,,5-Aug-19,No
1.10116E+17,2.20115E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,8900000,9903413,0,235796,28-Dec-17,,11-Jul-16,,ConsumerLoan,Existing,,,0,,28-Jul-21,No
1.10114E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,40,3735927,301264,0,126313,28-Dec-17,,15-Dec-14,,ConsumerLoan,Existing,,,0,,15-Apr-18,No
1.10113E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,12,100000000,62097177,0,8192085,5-Dec-17,,5-Jul-17,,BusinessLoan,Existing,,,0,,5-Jul-18,No
1.10117E+17,2.20117E+15,31-Jan-18,TZS,MonthlyInstalments30Days,24,3100000,2625310,0,163731,5-Jan-18,,30-Jun-17,,ConsumerLoan,Existing,,,0,,5-Aug-19,No
1.10117E+17,2.20117E+15,11-Jan-18,TZS,MonthlyInstalments30Days,12,1000000,0,0,100833,10-Oct-17,,10-Feb-17,10-Feb-18,OtherInstalmentOperation,TerminatedAccordingTheContract,,,0,,10-Feb-18,No
1.10113E+17,2.20118E+15,2-Jan-18,TZS,MonthlyInstalments30Days,6,300000,254937,0,46932,13-Dec-17,,10-Nov-17,,OtherInstalmentOperation,Existing,,,3,,10-May-18,No
1.10114E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,12,10000000,5471113,0,841578,27-Dec-17,,24-Jun-17,,BusinessLoan,Existing,,,0,,24-Jun-18,No
1.10114E+17,2.20115E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,8000000,4024114,0,211951,31-Jan-18,,2-Dec-14,,ConsumerLoan,Existing,,,0,,31-Dec-19,No
1.10114E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,36,5000000,4773807,0,190952,28-Dec-17,,23-Jan-17,,ConsumerLoan,Existing,,,0,,28-Jan-20,No
1.10114E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,24,7300000,2972315,0,371539,28-Dec-17,,6-Sep-16,,ConsumerLoan,Existing,,,0,,28-Sep-18,No
1.10113E+17,2.20115E+15,2-Jan-18,TZS,MonthlyInstalments30Days,58,6840953,5828522,0,166530,20-Dec-17,,28-Jan-16,,ConsumerLoan,Existing,,,0,,28-Nov-20,No
1.10114E+17,2.20115E+15,2-Jan-18,TZS,MonthlyInstalments30Days,48,11500000,8047316,0,349949,28-Dec-17,,20-Nov-15,,ConsumerLoan,Existing,,,0,,28-Nov-19,No
1.10114E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,6,1673548,0,0,293750,28-Dec-17,,10-Aug-17,28-Dec-17,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,10-Feb-18,No
1.10117E+17,2.20117E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,5000000,4062948,0,126967,28-Dec-17,,3-Sep-15,,ConsumerLoan,Existing,,,0,,28-Sep-20,No
1.10114E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,22,1600000,0,0,86792,14-Aug-13,,9-Sep-11,14-Aug-13,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,25-Aug-13,No
1.10113E+17,2.20113E+15,31-Jan-18,TZS,MonthlyInstalments30Days,28,8100000,504000,504000,353200,29-Sep-17,,30-Apr-13,30-Mar-16,BusinessLoan,Existing,,,0,,30-Mar-16,No
1.10114E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,61,8400000,10000888,0,222355,28-Dec-17,,30-Sep-16,,ConsumerLoan,Existing,,,0,,28-Oct-21,No
1.10113E+17,2.20114E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,6600000,7361928,0,171208,28-Dec-17,,19-Jul-16,,ConsumerLoan,Existing,,,0,,28-Jul-21,No
1.10115E+17,2.20113E+15,31-Jan-18,TZS,MonthlyInstalments30Days,36,9300000,8722384,0,390100,30-Jan-18,,1-Jan-00,1-Jan-00,BusinessLoan,Existing,,,0,,13-Sep-20,No
1.10113E+17,2.20113E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,9300000,6564836,0,302300,30-Jan-18,,1-Jan-00,1-Jan-00,BusinessLoan,Existing,,,0,,21-Aug-20,No
1.10113E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,58,3600000,1912524,0,91416,28-Dec-17,,22-Oct-14,,ConsumerLoan,Existing,,,0,,28-Aug-19,No
1.10113E+17,2.20113E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,3000000,2431352,2500,97600,30-Jan-18,,1-Jan-00,1-Jan-00,BusinessLoan,Existing,,,0,,23-Dec-20,No
1.10114E+17,2.20113E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,4400000,3575395,0,111731,28-Dec-17,,8-Sep-15,,ConsumerLoan,Existing,,,0,,28-Sep-20,No
1.10116E+17,2.20116E+15,31-Jan-18,TZS,MonthlyInstalments30Days,60,5000000,0,0,134720,26-Jan-18,,23-Dec-15,26-Jan-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,5-Dec-20,No
1.10114E+17,2.20116E+15,2-Jan-18,TZS,MonthlyInstalments30Days,60,10500000,11127431,0,278186,28-Dec-17,,16-May-16,,ConsumerLoan,Existing,,,0,,28-May-21,No
1.10115E+17,2.20117E+15,31-Jan-18,TZS,MonthlyInstalments30Days,12,7158496,3614756,1089143,596541,30-Nov-17,,29-Apr-17,,BusinessLoan,Existing,,,88,,4-May-18,No
